praatword,onset,offset,section,subtlfreq,pos,content,vec10
星星,143.3964823,143.7912477,1,19.58,NR,1,-0.1637
之类,143.7912477,144.0303845,1,61.17,NN,1,-0.42332
的,144.0303845,144.1025051,1,50155.13,DEG,0,
事儿,144.1025051,144.3264585,1,104,NN,1,-0.11624
我,144.8571791,144.9908786,1,50147.83,PN,0,
只得,144.9908786,145.237607,1,0.78,VV,1,-0.1261
迁就,145.237607,145.5412727,1,1.43,VV,1,-0.22802
他,145.5412727,145.7424512,1,11853.78,PN,0,
的,145.7424512,145.8411426,1,50155.13,DEG,0,
水平,145.8411426,146.2731791,1,27.22,NN,1,-0.17639
和,146.8052812,146.9457266,1,4483.86,P,0,
他们,146.9457266,147.2067843,1,4187.02,PN,0,
谈,147.2067843,147.3927796,1,347.37,VV,1,-0.4263
些,147.3927796,147.5256333,1,634.52,CD,0,
桥牌,147.5256333,148.0266817,1,1.4,NN,1,-0.0981
呀,148.0266817,148.2164728,1,318.96,IJ,0,
高尔夫球,148.5451791,149.0933075,1,7.06,NN,1,-0.092648
呀,149.0933075,149.2641195,1,318.96,IJ,0,
政治,149.2641195,149.6432297,1,39.86,NN,1,-0.10127
呀,149.6432297,149.7851791,1,318.96,IJ,0,
领带,149.9771791,150.3416608,1,15.23,NN,1,-0.31324
呀,150.3416608,150.4403522,1,318.96,IJ,0,
这些,150.4403522,150.7611791,1,1095.05,DT,0,
于是,151.6411791,151.891035,1,58.13,AD,1,-0.24485
大人,151.891035,152.3771791,1,82.99,NN,1,-0.10218
们,151.891035,152.3771791,1,1191.12,NN,1,-0.34205
就,152.5894662,152.7185241,1,8246.34,AD,1,-0.4395
十分,152.7185241,153.0905146,1,56.64,AD,1,-0.33808
高兴,153.0905146,153.4738925,1,491.26,VA,1,-0.19212
能,153.4738925,153.6674794,1,4967.91,VV,1,-0.3407
认识,153.6674794,153.9445744,1,426.39,VV,1,-0.29753
我,153.9445744,154.058449,1,50147.83,PN,0,
这样,154.058449,154.3621147,1,1916.59,VA,1,-0.51993
一,154.3621147,154.4873769,1,6069.96,CD,0,
个,154.4873769,154.6651791,1,5184,M,0,
通情达理,154.8710996,155.6568346,1,1.55,VV,1,-0.18765
的,155.6568346,155.8466257,1,50155.13,DEG,0,
人,155.8466257,156.0212335,1,5810.26,NN,1,-0.33622
我,157.2571791,157.3462834,1,50147.83,PN,0,
就,157.3462834,157.4935675,1,8246.34,AD,1,-0.60439
这样,157.4935675,157.7772727,1,1916.59,VA,1,-0.61635
孤独,157.7772727,158.140937,1,39.74,VA,1,-0.26863
地,158.140937,158.2102781,1,536.84,NN,1,-0.36045
生活,158.2102781,158.6485541,1,474.51,NN,1,-0.34534
着,158.6485541,158.8607793,1,2983.65,VV,1,-0.38982
没有,159.5851791,159.836567,1,3226.48,VE,1,-0.43996
一,159.836567,159.9596235,1,6069.96,CD,0,
个,159.9596235,160.0471916,1,5184,M,0,
能,160.0471916,160.1995184,1,4967.91,VV,1,-0.44836
真正,160.1995184,160.5034196,1,211.35,VA,1,-0.46984
谈,160.5034196,160.700552,1,347.37,VV,1,-0.22089
得,160.700552,160.7461756,1,3135.62,VV,1,-0.35884
来,160.7461756,160.9058631,1,5519.32,VV,1,-0.3777
的,160.9058631,160.9718174,1,50155.13,DEG,0,
人,160.9718174,161.1771791,1,5810.26,NN,1,-0.38507
一直,161.7691791,161.9938665,1,731.85,AD,1,-0.39558
到,161.9938665,162.10562,1,4159.42,VV,1,-0.44695
六,162.10562,162.2353124,1,116.2,CD,0,
年,162.2353124,162.4313247,1,913.6,NN,1,-0.23769
前,162.4313247,162.7291791,1,763.51,JJ,0,
在,163.1108304,163.2612299,1,12811.05,P,0,
撒哈拉,163.2612299,163.699895,1,0.66,NR,1,0.0069636
沙漠,163.699895,164.0382938,1,20.18,NN,1,-0.14804
上,164.0382938,164.2764263,1,3409.33,VV,1,-0.37356
发生,164.3315728,164.6323717,1,673.75,VV,1,-0.26873
了,164.6323717,164.7351636,1,28210.53,PU,0,
那,164.7351636,164.8745242,1,5666.37,PN,0,
次,164.8745242,165.0010864,1,1307.83,M,0,
故障,165.0010864,165.4305447,1,12.67,NN,1,-0.18991
我,166.1291791,166.2491791,1,50147.83,PN,0,
的,166.2491791,166.3369972,1,50155.13,DEG,0,
发动机,166.3369972,166.8062728,1,6.41,NN,1,-0.20511
里,166.8062728,166.9427893,1,1886.22,NN,1,-0.28222
有,166.9427893,167.0251791,1,8618.15,VE,1,-0.39202
个,167.0251791,167.1353134,1,5184,M,0,
东西,167.1353134,167.4071119,1,1136.54,NN,1,-0.2649
损坏,167.4071119,167.8355628,1,8.05,VV,1,-0.4344
了,167.8355628,167.9828428,1,28210.53,PU,0,
当时,168.7486413,169.0157536,1,206.73,NT,1,-0.30065
由于,169.0157536,169.3986816,1,44.83,P,0,
我,169.6102292,169.7154639,1,50147.83,PN,0,
既,169.7154639,169.889522,1,28.05,AD,1,-0.22356
没有,169.889522,170.1573038,1,3226.48,VE,1,-0.43939
带,170.1573038,170.3179729,1,926.15,VV,1,-0.27916
机械师,170.3179729,170.8571791,1,1.28,NN,1,-0.073739
也,171.1052514,171.2109015,1,3928.9,AD,1,-0.44019
没有,171.2109015,171.4024332,1,3226.48,VE,1,-0.6287
带,171.4024332,171.596431,1,926.15,VV,1,-0.46493
旅客,171.596431,171.9897697,1,4.89,NN,1,-0.2027
我,172.6651791,172.7742506,1,50147.83,PN,0,
就,172.7742506,172.8926222,1,8246.34,AD,1,-0.48181
试图,172.8926222,173.2871939,1,78.04,VV,1,-0.36224
独自,173.4811917,173.7895912,1,38.42,AD,1,-0.35274
完成,173.7895912,174.0922368,1,162.46,VV,1,-0.18661
这个,174.0922368,174.2758165,1,2744.19,PN,0,
困难,174.2758165,174.57114,1,63.55,VA,1,-0.38879
的,174.57114,174.6699097,1,50155.13,DEG,0,
维修,174.6699097,174.9311714,1,9.33,NN,1,-0.33977
工作,174.9311714,175.3135056,1,899.97,NN,1,-0.48061
这,176.1624197,176.303758,1,8554.9,PN,0,
对,176.303758,176.4043184,1,3958.83,VA,1,-0.48144
我,176.4043184,176.5250519,1,50147.83,PN,0,
来说,176.5250519,176.8812158,1,298.87,LC,0,
是,177.1483388,177.3055401,1,28253.52,VC,1,-0.327
个,177.3055401,177.3976064,1,5184,M,0,
生,177.3976064,177.6308409,1,173.37,VV,1,-0.02418
与,177.6308409,177.7612681,1,408.39,P,0,
死,177.7612681,177.9684172,1,1313.28,VV,1,-0.11257
的,178.0205881,178.1141888,1,50155.13,DEG,0,
问题,178.1141888,178.5629333,1,994.56,NN,1,-0.45793
我,179.2491791,179.3721486,1,50147.83,PN,0,
随身,179.3721486,179.7358341,1,8.38,AD,1,-0.084704
带,179.7358341,179.8576973,1,926.15,VV,1,-0.19824
的,179.8576973,179.9490947,1,50155.13,DEG,0,
水,179.9490947,180.2091791,1,225.98,NN,1,-0.14165
只,180.4746297,180.614582,1,2167.08,AD,1,-0.40009
够,180.614582,180.7478698,1,369.76,VA,1,-0.28482
饮用,180.7478698,181.0487196,1,0.92,VV,1,-0.36792
一,181.0487196,181.2315144,1,6069.96,CD,0,
星期,181.2315144,181.7018301,1,114.38,NN,1,-0.25703
第一,182.5984113,182.7837049,1,542.29,OD,0,
天,182.7837049,182.9381162,1,1510.14,NN,1,-0.19052
晚上,182.9381162,183.3451791,1,285.39,NT,1,-0.34826
我,183.7278198,183.8582578,1,50147.83,PN,0,
就,183.8582578,183.9881366,1,8246.34,AD,1,-0.47968
睡,183.9881366,184.1631906,1,239.4,VV,1,-0.47104
在,184.1631906,184.3043632,1,12811.05,P,0,
这,184.3043632,184.408831,1,8554.9,PN,0,
远离,184.408831,184.7532921,1,29.99,VV,1,-0.23977
人间,184.7532921,185.0497546,1,10.43,NN,1,-0.24355
烟火,185.0497546,185.346217,1,2.77,NN,1,-0.23271
的,185.346217,185.4563317,1,50155.13,DEG,0,
大,185.4563317,185.5805635,1,1343.24,VA,1,-0.19811
沙漠,185.5805635,185.933495,1,20.18,NN,1,-0.21902
上,185.933495,186.1537243,1,3409.33,VV,1,-0.29842
我,186.8251791,186.9359657,1,50147.83,PN,0,
比,186.9359657,187.0753998,1,637.06,P,0,
大海,187.0753998,187.4221975,1,14.64,NN,1,-0.40136
中,187.4221975,187.658163,1,1039.21,NR,1,-0.38008
伏,187.8753584,188.0004916,1,9.18,VV,1,-0.12185
在,188.0004916,188.1327753,1,12811.05,P,0,
小,188.1327753,188.2802951,1,1042.34,VA,1,-0.30962
木排,188.2802951,188.6404585,1,,NN,1,0.041881
上,188.6404585,188.7656615,1,3409.33,VV,1,-0.57261
的,188.7656615,188.8754419,1,50155.13,DEG,0,
遇难,188.8754419,189.3624959,1,3.64,VV,1,-0.056181
者,188.8754419,189.3624959,1,339.44,NN,1,-0.23383
还,189.5789644,189.7652819,1,3884.93,AD,1,-0.34747
要,189.7652819,189.9170709,1,7114.18,VV,1,-0.3632
孤独,189.9170709,190.2091791,1,39.74,VA,1,-0.24599
得,190.2091791,190.3067239,1,3135.62,VV,1,-0.32664
多,190.3067239,190.5435876,1,1568.12,VA,1,-0.37708
而,191.5678665,191.6546412,1,1173.92,AD,1,-0.47991
在,191.6546412,191.8234574,1,12811.05,P,0,
第二,191.8234574,192.0680043,1,190.15,OD,0,
天,192.0680043,192.2541755,1,1510.14,NN,1,-0.15752
拂晓,192.2541755,192.7487912,1,0.8,NT,1,-0.065274
当,193.3451791,193.4453687,1,882.92,P,0,
一,193.4453687,193.5637692,1,6069.96,CD,0,
个,193.5637692,193.6538565,1,5184,M,0,
奇怪,193.6538565,194.0193536,1,173.88,VA,1,-0.2453
的,194.0193536,194.1068669,1,50155.13,DEG,0,
小,194.1068669,194.2973372,1,1042.34,VA,1,-0.21024
声音,194.2973372,194.5521556,1,164.64,NN,1,-0.27346
叫醒,194.5521556,194.8893395,1,11.09,VV,1,-0.32632
我,194.8893395,195.0437749,1,50147.83,PN,0,
的,195.0437749,195.1441579,1,50155.13,DEG,0,
时候,195.1441579,195.5019332,1,1555.33,NN,1,-0.41939
你们,196.0811791,196.287263,1,3366.85,PN,0,
可以,196.287263,196.5082506,1,2360.84,VV,1,-0.43419
想见,196.5082506,196.9371791,1,22.63,VV,1,-0.12549
我,197.2092829,197.305531,1,50147.83,PN,0,
当时,197.305531,197.5840628,1,206.73,NT,1,-0.29911
是,197.5840628,197.7220271,1,28253.52,VC,1,-0.38928
多么,197.7220271,197.9979558,1,87.79,AD,1,-0.34372
吃惊,197.9979558,198.4091791,1,36.58,VA,1,-0.48193
这,199.3419172,199.4352005,1,8554.9,PN,0,
小小,199.4352005,199.8008201,1,11.77,VA,1,-0.21227
的,199.8008201,199.8812046,1,50155.13,DEG,0,
声音,199.8812046,200.1664398,1,164.64,NN,1,-0.60802
说道,200.1664398,200.565769,1,3.16,VV,1,-0.3635
请,201.3360156,201.4952697,1,912.11,VV,1,-0.2692
你,201.4952697,201.6519552,1,39629.27,PN,0,
给,201.6519552,201.7495626,1,3494.19,VV,1,-0.41276
我,201.7495626,201.8651502,1,50147.83,PN,0,
画,201.8651502,202.0655022,1,113.13,NN,1,-0.25856
一,202.0655022,202.1631096,1,6069.96,CD,0,
只,202.1631096,202.2812658,1,2167.08,AD,1,-0.30684
羊,202.2812658,202.586931,1,20.78,NN,1,-0.1715
好,203.0646934,203.2252318,1,9977.13,VA,1,-0.40436
吗,203.2252318,203.4331791,1,7428.1,SP,0,
啊,204.2980502,204.5849199,1,3903.92,IJ,0,
给,205.4637847,205.59418,1,3494.19,VV,1,-0.61929
我,205.59418,205.7297912,1,50147.83,PN,0,
画,205.7297912,205.9097368,1,113.13,NN,1,-0.42483
一,205.9097368,206.0375242,1,6069.96,CD,0,
只,206.0375242,206.1809591,1,2167.08,AD,1,-0.48242
羊,206.1809591,206.4443577,1,20.78,NN,1,-0.32735
我,207.4632665,207.5899691,1,50147.83,PN,0,
像,207.5899691,207.7870046,1,1497.29,AD,1,-0.36094
是,207.7870046,207.8800492,1,28253.52,VC,1,-0.3743
受到,207.8800492,208.1792512,1,86.66,VV,1,-0.16665
惊雷,208.1792512,208.4893997,1,0.12,NN,1,0.099138
轰击,208.4893997,208.8287386,1,0.21,VV,1,-0.029053
一般,208.8287386,209.1451791,1,77.09,VA,1,-0.38063
一下子,209.5451791,209.9051791,1,11.48,AD,1,-0.33015
就,209.9051791,210.0411791,1,8246.34,AD,1,-0.42353
站立,210.0411791,210.2850247,1,2.41,VV,1,-0.35146
起来,210.2850247,210.6572028,1,1109.06,VV,1,-0.37379
我,211.5037257,211.6338357,1,50147.83,PN,0,
使劲,211.6338357,211.9800493,1,8.85,VV,1,-0.29949
地,211.9800493,212.0349368,1,536.84,NN,1,-0.34603
揉,212.0349368,212.1883404,1,4.17,VV,1,-0.37278
了,212.1883404,212.2854491,1,28210.53,PU,0,
揉,212.2854491,212.4346306,1,4.17,VV,1,-0.5126
眼睛,212.4346306,212.9110262,1,169.11,NN,1,-0.3944
仔细,212.9110262,213.2596908,1,50.56,VA,1,-0.38129
地,213.2596908,213.3477881,1,536.84,NN,1,-0.54998
看,213.3477881,213.5192631,1,3056.83,VV,1,-0.3675
了,213.5192631,213.6367261,1,28210.53,PU,0,
看,213.6367261,213.8778911,1,3056.83,VV,1,-0.52243
我,214.4411791,214.5501135,1,50147.83,PN,0,
看见,214.5501135,214.8514919,1,341.08,VV,1,-0.41249
一个,214.8514919,215.1771791,1,3479.53,CD,0,
十分,215.351261,215.6157939,1,56.64,AD,1,-0.32847
奇怪,215.6157939,216.0093548,1,173.88,VA,1,-0.33856
的,216.0093548,216.0886655,1,50155.13,DEG,0,
小,216.0886655,216.2667406,1,1042.34,VA,1,-0.20535
家伙,216.2667406,216.6571791,1,412.74,NN,1,-0.35097
严肃,216.8491791,217.1797571,1,21.25,VA,1,-0.47703
地,217.1797571,217.2795183,1,536.84,NN,1,-0.42621
朝,217.2795183,217.453296,1,72.62,NR,1,-0.18846
我,217.453296,217.5932836,1,50147.83,PN,0,
凝眸,217.5932836,217.8973945,1,,NN,1,-0.17519
望,217.8973945,218.1459931,1,12.22,VV,1,-0.27927
着,218.1459931,218.3325609,1,2983.65,VV,1,-0.3471
这,219.2576496,219.3663645,1,8554.9,PN,0,
是,219.3663645,219.4838265,1,28253.52,VC,1,-0.37707
后来,219.4838265,219.8411791,1,81.68,AD,1,-0.22698
我,220.1092495,220.2117164,1,50147.83,PN,0,
给,220.2117164,220.3290231,1,3494.19,VV,1,-0.27321
他,220.3290231,220.4734478,1,11853.78,PN,0,
画,220.4734478,220.6449522,1,113.13,NN,1,-0.27419
出来,220.6449522,220.8991999,1,624.15,VV,1,-0.39647
的,220.8991999,220.9939787,1,50155.13,DEG,0,
最,220.9939787,221.200837,1,1385.06,AD,1,-0.25059
好,221.200837,221.381368,1,9977.13,VA,1,-0.31669
的,221.381368,221.5017219,1,50155.13,DEG,0,
一,221.5017219,221.590483,1,6069.96,CD,0,
幅,221.590483,221.7228723,1,31.21,M,0,
画像,221.7228723,222.1441112,1,5.63,NN,1,-0.27479
可是,223.2370732,223.8011791,1,349.93,AD,1,-0.39333
我,224.4011791,224.5429136,1,50147.83,PN,0,
的,224.5429136,224.6391968,1,50155.13,DEG,0,
画,224.6391968,224.8491791,1,113.13,NN,1,-0.4862
当然,225.2971791,225.5779576,1,784.37,AD,1,-0.49628
要,225.5779576,225.710347,1,7114.18,VV,1,-0.45977
比,225.710347,225.8186656,1,637.06,P,0,
他,225.8186656,225.9811434,1,11853.78,PN,0,
本人,225.9811434,226.2338867,1,21.02,PN,0,
的,226.2338867,226.3241522,1,50155.13,DEG,0,
模样,226.3241522,226.6370725,1,9.66,NN,1,-0.42572
逊色,226.6370725,227.0186047,1,0.33,VA,1,-0.26768
得,227.0186047,227.1088702,1,3135.62,VV,1,-0.44833
多,227.1088702,227.3375427,1,1568.12,VA,1,-0.27812
这,228.047631,228.1800204,1,8554.9,PN,0,
不是,228.1800204,228.4810522,1,11.21,CC,0,
我,228.4810522,228.62533,1,50147.83,PN,0,
的,228.62533,228.7091561,1,50155.13,DEG,0,
过错,228.7091561,229.1685101,1,8.29,NN,1,-0.36481
六,230.4731791,230.6484498,1,116.2,CD,0,
岁,230.6484498,230.8656713,1,344.48,M,0,
时,230.8656713,231.1656265,1,699.69,NN,1,-0.4116
大人,231.7131791,232.222364,1,82.99,NN,1,-0.23815
们,231.7131791,232.222364,1,1191.12,NN,1,-0.44277
使,232.222364,232.3993902,1,146.51,VV,1,-0.40947
我,232.3993902,232.5374706,1,50147.83,PN,0,
对,232.5374706,232.6604573,1,3958.83,VA,1,-0.49643
我,232.6604573,232.7857471,1,50147.83,PN,0,
的,232.7857471,232.8838622,1,50155.13,DEG,0,
画家,232.8838622,233.189846,1,8.79,NN,1,-0.0040336
生涯,233.189846,233.4725169,1,17.11,NN,1,-0.091852
失去,233.4725169,233.7827137,1,188.22,VV,1,-0.27362
了,233.7827137,233.8593414,1,28210.53,PU,0,
勇气,233.8593414,234.3451791,1,33.74,NN,1,-0.34163
除了,235.0337959,235.2687873,1,153.43,P,0,
画,235.2687873,235.4411791,1,113.13,NN,1,-0.26458
过,235.4411791,235.542944,1,3350.21,VV,1,-0.33529
开,235.542944,235.7211791,1,816.24,VV,1,-0.13275
着,235.7211791,235.8162492,1,2983.65,VV,1,-0.41567
肚皮,235.8162492,236.1691791,1,2.18,NN,1,-0.1512
和,236.3843433,236.5001362,1,4483.86,P,0,
闭,236.5001362,236.6891791,1,235.32,VV,1,-0.11602
着,236.6891791,236.7930241,1,2983.65,VV,1,-0.58565
肚皮,236.7930241,237.0484495,1,2.18,NN,1,-0.26851
的,237.0484495,237.106346,1,50155.13,DEG,0,
蟒蛇,237.106346,237.5371791,1,1.1,NN,1,-0.20228
后来,237.7908862,238.0480146,1,81.68,AD,1,-0.17898
再,238.0480146,238.2182982,1,1684.82,AD,1,-0.2391
没有,238.2182982,238.4294499,1,3226.48,VE,1,-0.42499
学,238.4294499,238.6201676,1,185.09,VV,1,-0.087676
过,238.6201676,238.7495832,1,3350.21,VV,1,-0.41972
画,238.7495832,238.9611791,1,113.13,NN,1,-0.1999
我,239.5691791,239.6715813,1,50147.83,PN,0,
惊奇,239.6715813,240.0491791,1,10.79,VA,1,-0.094378
地,240.0491791,240.1415642,1,536.84,NN,1,-0.32989
睁,240.1415642,240.4685088,1,23.01,VV,1,-0.13192
大,240.1415642,240.4685088,1,1343.24,VA,1,-0.25362
着,240.4685088,240.5843017,1,2983.65,VV,1,-0.34123
眼睛,240.5843017,241.0011791,1,169.11,NN,1,-0.36791
看,241.476588,241.6945511,1,3056.83,VV,1,-0.39175
着,241.6945511,241.8651791,1,2983.65,VV,1,-0.55785
这,241.8651791,242.1509113,1,8554.9,PN,0,
突然,242.1509113,242.4778559,1,130.15,AD,1,-0.29936
出现,242.4778559,242.767057,1,218.26,VV,1,-0.30308
的,242.767057,242.8596188,1,50155.13,DEG,0,
小,242.8596188,243.0164597,1,1042.34,VA,1,-0.27482
家伙,243.0164597,243.4859351,1,412.74,NN,1,-0.27849
你们,244.1531791,244.3969275,1,3366.85,PN,0,
不要,244.3969275,244.6386167,1,616.43,AD,1,-0.32232
忘记,244.6386167,245.1451791,1,108.27,VV,1,-0.33375
我,245.7451791,245.8470813,1,50147.83,PN,0,
当时,245.8470813,246.127338,1,206.73,NT,1,-0.21513
处,246.127338,246.3278886,1,166.25,NN,1,-0.11564
在,246.3278886,246.5131791,1,12811.05,P,0,
远离,246.7451791,247.0427897,1,29.99,VV,1,-0.40425
人烟,247.0427897,247.3513292,1,0.27,NN,1,-0.24496
千,247.3513292,247.5184547,1,46.09,CD,0,
里,247.5184547,247.665011,1,1886.22,NN,1,-0.2968
之外,247.665011,247.9632658,1,33.45,LC,0,
的,247.9632658,248.0918239,1,50155.13,DEG,0,
地方,248.0918239,248.4337885,1,696.29,NN,1,-0.44083
而,248.8679142,248.9964723,1,1173.92,AD,1,-0.38878
这个,248.9964723,249.2510174,1,2744.19,PN,0,
小家伙,249.2510174,249.8552405,1,30.82,NN,1,-0.12185
给,249.8552405,250.0066316,1,3494.19,VV,1,-0.31884
我,250.0066316,250.1521073,1,50147.83,PN,0,
的,250.1521073,250.2335302,1,50155.13,DEG,0,
印象,250.2335302,250.6069901,1,52.4,NN,1,-0.14325
是,250.6069901,250.8560887,1,28253.52,VC,1,-0.43545
他,251.5079251,251.6273454,1,11853.78,PN,0,
既,251.6273454,251.8162466,1,28.05,AD,1,-0.35051
不,251.8162466,251.905269,1,20543.44,AD,1,-0.4267
像,251.905269,252.0236037,1,1497.29,AD,1,-0.35121
迷,252.0236037,252.2146762,1,41.7,VA,1,-0.16593
了,252.2146762,252.3058698,1,28210.53,PU,0,
路,252.3058698,252.470887,1,208.46,NN,1,-0.092504
的,252.470887,252.5577381,1,50155.13,DEG,0,
样子,252.5577381,252.9771791,1,159.09,NN,1,-0.44133
也,253.5361669,253.6317032,1,3928.9,AD,1,-0.41868
没有,253.6317032,253.9183119,1,3226.48,VE,1,-0.47627
半点,253.9183119,254.2483462,1,2.86,NN,1,-0.35768
疲乏,254.2483462,254.7260275,1,0.15,VA,1,-0.29204
饥渴,254.9388127,255.3947812,1,5.01,VV,1,-0.37406
惧怕,255.6987601,256.0086517,1,4.35,VV,1,-0.41025
的,256.0086517,256.0781326,1,50155.13,DEG,0,
神情,256.0781326,256.5851791,1,2.09,NN,1,-0.45118
他,257.3505017,257.4764359,1,11853.78,PN,0,
丝毫,257.4764359,257.8759511,1,7.78,AD,1,-0.50486
不,257.8759511,257.984515,1,20543.44,AD,1,-0.52228
像,257.984515,258.1929577,1,1497.29,AD,1,-0.37514
是,258.1929577,258.4091791,1,28253.52,VC,1,-0.40074
一,258.6749815,258.7705178,1,6069.96,CD,0,
个,258.7705178,258.8745911,1,5184,M,0,
迷失,258.8745911,259.1915977,1,14.19,VV,1,-0.15292
在,259.1915977,259.3305596,1,12811.05,P,0,
旷,259.3305596,259.6562513,1,0.78,NN,1,-0.041624
无,259.3305596,259.6562513,1,198.17,VE,1,-0.33901
人烟,259.6562513,260.0166835,1,0.27,NN,1,-0.24465
的,260.0166835,260.1773581,1,50155.13,DEG,0,
大,260.1773581,260.3597455,1,1343.24,VA,1,-0.1964
沙漠,260.3597455,260.6854372,1,20.18,NN,1,-0.19382
中,260.6854372,260.8115936,1,1039.21,NR,1,-0.36114
的,260.8115936,260.8721672,1,50155.13,DEG,0,
孩子,260.8721672,261.3628761,1,1110.19,NN,1,-0.20408
当,262.0811791,262.1843522,1,882.92,P,0,
我,262.1843522,262.3145303,1,50147.83,PN,0,
在,262.3145303,262.4474782,1,12811.05,P,0,
惊讶,262.4474782,262.7438411,1,48.98,VA,1,-0.22712
之,262.7438411,262.9044864,1,471.11,PN,0,
中,262.9044864,263.0891791,1,1039.21,NR,1,-0.58667
终于,263.4750543,263.7747926,1,127.38,AD,1,-0.27319
又,263.7747926,263.8966615,1,1060.05,AD,1,-0.29639
能,263.8966615,264.0462278,1,4967.91,VV,1,-0.32573
说,264.0462278,264.3038143,1,6765.38,VV,1,-0.29404
出,264.0462278,264.3038143,1,1275.36,VV,1,-0.24327
话,264.3038143,264.4672293,1,1189.39,NN,1,-0.27873
来,264.4672293,264.5835587,1,5519.32,VV,1,-0.36848
的,264.5835587,264.6721906,1,50155.13,DEG,0,
时候,264.6721906,265.0461065,1,1555.33,NN,1,-0.47047
对,265.6252867,265.7083791,1,3958.83,VA,1,-0.45368
他,265.7083791,265.8468664,1,11853.78,PN,0,
说道,265.8468664,266.2263218,1,3.16,VV,1,-0.2902
唉,267.0683248,267.2511282,1,24.8,IJ,0,
你,267.9174609,268.103034,1,39629.27,PN,0,
在,268.103034,268.2027449,1,12811.05,P,0,
这儿,268.2027449,268.4298641,1,739.99,PN,0,
干,268.4298641,268.6098977,1,1241.59,VA,1,-0.14193
什么,268.6098977,268.9118001,1,7050.42,PN,0,
可是,269.8382077,270.1124126,1,349.93,AD,1,-0.50907
他,270.1124126,270.2952159,1,11853.78,PN,0,
却,270.2952159,270.4571791,1,397.84,AD,1,-0.45102
不慌不忙,270.4571791,271.0901333,1,0.24,AD,1,-0.10124
地,271.0901333,271.2251791,1,536.84,NN,1,-0.35653
好像,271.6136155,271.8794713,1,334.28,AD,1,-0.52377
有,271.8794713,272.0484258,1,8618.15,VE,1,-0.36314
一,272.0484258,272.1730645,1,6069.96,CD,0,
件,272.1730645,272.3614073,1,583.31,M,0,
重要,272.3614073,272.6550004,1,348.08,VA,1,-0.28999
的,272.6550004,272.7277186,1,50155.13,DEG,0,
事,272.7277186,272.8678167,1,2912.82,NN,1,-0.32489
一般,272.8678167,273.1851791,1,77.09,VA,1,-0.33968
对,273.8011791,273.8546895,1,3958.83,VA,1,-0.50694
我,273.8546895,273.9851791,1,50147.83,PN,0,
重复,273.9851791,274.3190417,1,37.62,VV,1,-0.36415
地,274.3190417,274.4179344,1,536.84,NN,1,-0.54785
说道,274.4179344,274.7762916,1,3.16,VV,1,-0.23227
请,275.5052358,275.9611791,1,912.11,VV,1,-0.24334
给,276.4396455,276.5901919,1,3494.19,VV,1,-0.43164
我,276.5901919,276.7448703,1,50147.83,PN,0,
画,276.7448703,276.941388,1,113.13,NN,1,-0.20423
一,276.941388,277.0529593,1,6069.96,CD,0,
只,277.0529593,277.2203162,1,2167.08,AD,1,-0.41607
羊,277.2203162,277.5034057,1,20.78,NN,1,-0.14037
当,278.4259766,278.5831907,1,882.92,P,0,
一,278.5831907,278.8469047,1,6069.96,CD,0,
种,278.5831907,278.8469047,1,468.48,VV,1,-0.22993
神秘,278.8469047,279.2011791,1,39.91,VA,1,-0.17419
的,279.2011791,279.2982614,1,50155.13,DEG,0,
东西,279.2982614,279.6971791,1,1136.54,NN,1,-0.35182
把,280.0011791,280.109689,1,3712.28,BA,0,
你,280.109689,280.2212604,1,39629.27,PN,0,
镇住,280.2212604,280.5255457,1,0.63,VV,1,-0.19571
的,280.5255457,280.5914742,1,50155.13,DEG,0,
时候,280.5914742,280.9211791,1,1555.33,NN,1,-0.36172
你,281.4891791,281.5631197,1,39629.27,PN,0,
是,281.5631197,281.6797624,1,28253.52,VC,1,-0.39673
不,281.6797624,281.8876908,1,20543.44,AD,1,-0.4231
敢,281.8876908,282.0550477,1,258.27,VV,1,-0.21473
不,282.0550477,282.1767619,1,20543.44,AD,1,-0.64575
听从,282.1767619,282.5571186,1,6.86,VV,1,-0.18694
它,282.5571186,282.6811791,1,1461.37,PN,0,
的,282.6811791,282.7701184,1,50155.13,DEG,0,
支配,282.7701184,283.1149751,1,4.95,VV,1,-0.27132
的,283.1149751,283.2491791,1,50155.13,DEG,0,
在,284.0329027,284.2053311,1,12811.05,P,0,
这,284.2053311,284.2979779,1,8554.9,PN,0,
旷,284.2979779,284.6479061,1,0.78,NN,1,-0.045586
无,284.2979779,284.6479061,1,198.17,VE,1,-0.38016
人烟,284.6479061,284.9009625,1,0.27,NN,1,-0.11808
